t,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,y
0.62062216,0.02487711,0.12626365,0.21976252,0.13001408,0.08103343,0.17247708,0.21371843,0.14616771,0.0131256385,0.20840435,0.004192497,0.16061004,0.21349373,0.03687819,0.12554137,0.16740516,0.041511316,0.057682455,0.015668577,0.037740853,0.027910398,0.06888741,0.17808317,0.16456245,0.18132783,0.15641344,0.18837851,0.035264075,0.13133255,0.004971859,0.116816774,0.20002864,0.11200717,0.070140116,0.06520789,0.09345271,0.21691681,0.23172696,0.1782798,0.23438352,0.18105756,0.06733815,0.10336021,0.17150798,0.16825995,0.16115151,0.11561183,0.033849772,0.22778247,0.051806312,0.5406547
0.31208894,0.24939285,0.032367762,0.2497861,0.09550409,0.20652743,0.0018427093,0.113301896,0.063338146,0.1768308,0.16865784,0.11758492,0.17970352,0.24913093,0.023176184,0.1435953,0.17230475,0.1612009,0.066287056,0.22288209,0.06257411,0.21544588,0.119843856,0.036333285,0.20990616,0.019929469,0.2024933,0.1527605,0.22348948,0.20446166,0.10229797,0.034378167,0.06757227,0.0003200506,0.16657314,0.021781731,0.045679033,0.062121335,0.10343813,0.17565008,0.113249056,0.12846904,0.023595946,0.08621242,0.052481923,0.18823737,0.004448069,0.15699717,0.1777963,0.12858625,0.010792394,0.49249226
0.25307417,0.06332754,0.060096767,0.067688,0.06621412,0.24611457,0.20026115,0.22534847,0.18048741,0.08759409,0.23822388,0.12249561,0.045921028,0.18451548,0.06519779,0.20860966,0.18749349,0.07329533,0.11595148,0.18090814,0.16911557,0.13329044,0.054099098,0.08199433,0.17576627,0.115859054,0.18156125,0.17301586,0.08997587,0.02475997,0.17217782,0.09005209,0.14278507,0.031599205,0.03690235,0.10731771,0.16954362,0.029367613,0.19633092,0.21627702,0.17023735,0.18987669,0.060221177,0.02526397,0.08313364,0.031670548,0.1055237,0.1925013,0.07103908,0.21662688,0.11427436,0.50547314
0.19023469,0.04097007,0.16336739,0.11152856,0.08367557,0.13124333,0.2522383,0.19121574,0.074609265,0.23587494,0.046351258,0.103751376,0.09403818,0.2506979,0.00048615626,0.16549316,0.12945579,0.03952646,0.16305017,0.20551118,0.1952326,0.019594105,0.20223,0.08791969,0.21687546,0.14329436,0.019815367,0.18938968,0.14344266,0.11461565,0.16234705,0.113020495,0.00910276,0.23210116,0.07322259,0.0711103,0.012612962,0.18249537,0.23189397,0.11824023,0.20718023,0.083742306,0.09778552,0.07424843,0.0748841,0.14273316,0.083020896,0.01645221,0.17562464,0.078529164,0.09942779,0.5076421
0.10940428,0.04712221,0.012443138,0.16625777,0.107264675,0.2369079,0.0047953087,0.2095386,0.004618979,0.043817185,0.0029217582,0.12935296,0.08910106,0.08083522,0.24787933,0.14715372,0.23559229,0.22580603,0.0858334,0.16602997,0.049584135,0.09285384,0.17395167,0.14449836,0.021544807,0.019868903,0.19587713,0.17806126,0.1648961,0.055825327,0.19910187,0.14682686,0.037117336,0.042193994,0.15786345,0.24878828,0.14907028,0.07474884,0.18228187,0.05182819,0.16301955,0.10528834,0.007668203,0.13141349,0.12884435,0.23168734,0.18091822,0.07698862,0.16394061,0.06352886,0.16597459,0.5039293
0.78605205,0.14053765,0.14369531,0.03761216,0.1661504,0.12566088,0.17369264,0.010410039,0.17141105,0.22220223,0.13672431,0.032707598,0.21606037,0.12992081,0.064522624,0.14579304,0.20106058,0.025194773,0.13066047,0.14795852,0.21674031,0.00877347,0.1186275,0.17134985,0.1542715,0.20191593,0.15343249,0.1476609,0.14272714,0.038244665,0.19985098,0.120829046,0.0047228113,0.19182555,0.16117693,0.15388784,0.012073722,0.16498452,0.07898437,0.19126743,0.036499895,0.07854213,0.02398257,0.0041410597,0.075548366,0.16353713,0.098319136,0.06948832,0.21906048,0.17003265,0.22717392,0.5442419
0.87353325,0.06920962,0.044364266,0.22184539,0.017745135,0.17986163,0.21705708,0.1644087,0.13152283,0.08439989,0.0672912,0.015296888,0.08610901,0.11513588,0.05660473,0.2225549,0.2289194,0.066184044,0.13727503,0.20219573,0.13376652,0.08056804,0.1937003,0.12105782,0.14180961,0.1737384,0.0656914,0.15709414,0.061007805,0.14927794,0.058675136,0.18270263,0.07935646,0.21988833,0.03967986,0.16374178,0.19604217,0.19962138,0.11920684,0.12632434,0.067397624,0.19642077,0.17457429,0.11775602,0.1150995,0.21056417,0.12865897,0.021244315,0.024660949,0.17564909,0.12016024,0.54563665
0.55892026,0.122902475,0.09569224,0.004928234,0.17761631,0.08423559,0.10269218,0.09741483,0.029495616,0.21295781,0.21210857,0.0020936942,0.011042018,0.085351996,0.21737546,0.10673114,0.20422591,0.07545532,0.109265156,0.1832845,0.14573404,0.06775309,0.100928046,0.13799623,0.0886242,0.04391521,0.049340747,0.16371444,0.046484903,0.040764112,0.06343233,0.21915577,0.21920356,0.10606222,0.048195925,0.09813083,0.19547935,0.12811162,0.19961473,0.19546722,0.18010847,0.1956992,0.11336501,0.03728357,0.17232068,0.21943744,0.14669392,0.0544538,0.20532194,0.20435758,0.20426002,0.5282139
0.238921,0.15651178,0.22169833,0.05493178,0.1356917,0.23471284,0.23515707,0.18918735,0.13863578,0.14821184,0.0923343,0.0525469,0.21177407,0.13817948,0.08448837,0.07743255,0.040675014,0.043589767,0.15758333,0.067562856,0.074901864,0.19985794,0.022024533,0.22427878,0.09802228,0.1959183,0.19466722,0.16118352,0.012362497,0.15452062,0.10542077,0.073397174,0.122433245,0.15694949,0.092205465,0.096666224,0.050913095,0.03902948,0.14734276,0.23122405,0.023171453,0.15538651,0.14164072,0.17698388,0.075268,0.061735444,0.06791248,0.1978974,0.20060454,0.1921014,0.06543098,0.51039594
0.5393267,0.08840544,0.067976356,0.16091219,0.054748815,0.17412773,0.18596312,0.124979064,0.04083503,0.06142661,0.1327021,0.17226095,0.0461762,0.1519009,0.21320446,0.17199619,0.20844732,0.22469532,0.06387916,0.048667196,0.21124963,0.091306135,0.025213933,0.14613432,0.11214938,0.045092,0.21483862,0.112399705,0.23255584,0.06569551,0.013863428,0.21318132,0.069236785,0.21647716,0.113672055,0.16266865,0.027236123,0.06178094,0.1594067,0.22413757,0.19229053,0.21228105,0.18159091,0.22835426,0.055663776,0.028600976,0.05643884,0.13586417,0.08684438,0.008221155,0.028772144,0.53394717
0.3383623,0.066609636,0.07961844,0.075385556,0.13417137,0.15561794,0.20077139,0.090196766,0.22279818,0.09041556,0.10022212,0.09833351,0.18144032,0.1752061,0.100092284,0.08150644,0.01948639,0.060165845,0.017310485,0.07892459,0.045009285,0.1535178,0.17723298,0.11599738,0.11459659,0.08200904,0.2279354,0.23591585,0.15266714,0.2008973,0.089143686,0.13986003,0.08754497,0.22535653,0.1444779,0.21257594,0.14696117,0.019788127,0.073133305,0.14145574,0.21757574,0.15618579,0.08407911,0.15655768,0.15018895,0.23088941,0.14449342,0.0016343583,0.23457561,0.03460774,0.08540943,0.51865846
0.61884993,0.24861956,0.17332317,0.1759501,0.111608066,0.10315026,0.078193806,0.1962033,0.0938219,0.031844687,0.051875617,0.037022587,0.23139727,0.069020905,0.059161067,0.16922252,0.07752077,0.20716113,0.17693293,0.1519327,0.12289639,0.097048424,0.11362535,0.18226956,0.0151733495,0.059792526,0.18028788,0.18268053,0.14760889,0.06714108,0.05802193,0.13773546,0.067740396,0.19056934,0.1981018,0.18562181,0.1623734,0.23042284,0.142627,0.07299811,0.061309192,0.025831047,0.15922417,0.19767104,0.15724249,0.034042723,0.18106155,0.19048764,0.095048174,0.14115725,0.019350123,0.5488359
0.17521396,0.13515624,0.0041214884,0.07864301,0.18283366,0.14202939,0.084758766,0.20647189,0.14170507,0.21006204,0.11029254,0.14779803,0.14493598,0.011660034,0.031105889,0.028057886,0.0470029,0.22311196,0.15168203,0.16294388,0.20834666,0.04098079,0.17021416,0.118253686,0.08566291,0.1689651,0.18054572,0.13456342,0.15521835,0.1923184,0.08161916,0.1892604,0.1077091,0.20664099,0.16232118,0.13906538,0.2216711,0.11537978,0.048364293,0.119729936,0.08449692,0.21933015,0.040142946,0.1410414,0.12635347,0.027842423,0.1576776,0.1309217,0.09825261,0.21544276,0.024188656,0.5143198
0.49102768,0.15280978,0.07063406,0.120488375,0.08888833,0.16630492,0.21617405,0.019088328,0.11602618,0.17806697,0.06963503,0.0814278,0.22902133,0.02673408,0.14221463,0.17029059,0.16083552,0.015833128,0.2324992,0.005456542,0.007772604,0.1347637,0.01815807,0.07775542,0.19206318,0.13601834,0.14061062,0.22232208,0.025292555,0.2395589,0.15548095,0.16703056,0.003586078,0.21112877,0.09562416,0.09656878,0.15442027,0.09616384,0.22846967,0.22314435,0.09044804,0.05486545,0.09850431,0.24122187,0.073781945,0.12014886,0.048163027,0.11690589,0.23102409,0.097410426,0.0025875366,0.53677917
0.4411901,0.15051384,0.19151765,0.08447329,0.0245951,0.08803694,0.19250198,0.1145894,0.004830437,0.17049035,0.06441726,0.13402115,0.10330171,0.04788748,0.09613729,0.065364145,0.1315089,0.036426406,0.24369484,0.20239778,0.1779731,0.061193574,0.23270552,0.23771182,0.028670382,0.061642032,0.03195028,0.07170188,0.19335109,0.24017629,0.12964946,0.103060596,0.18132538,0.21054693,0.12487237,0.11972547,0.09890169,0.107317686,0.10695235,0.028356954,0.22825262,0.12719713,0.16812584,0.111080244,0.19051832,0.054398526,0.20705748,0.23404208,0.031733476,0.106813006,0.009476989,0.52934927
0.7519315,0.1841312,0.12420165,0.0075676,0.21529502,0.21947844,0.066582926,0.17577799,0.017455481,0.15537974,0.07426809,0.005757224,0.07154464,0.12752323,0.007595175,0.20923112,0.09919685,0.12142006,0.22975112,0.22073063,0.17081167,0.17263354,0.19890743,0.15070966,0.14412242,0.20689657,0.029672675,0.23299366,0.059781384,0.055209085,0.14808904,0.13248147,0.12959735,0.20687957,0.0012803058,0.03612173,0.046082754,0.13117939,0.08563795,0.15432478,0.09953206,0.006080388,0.18767264,0.11968394,0.09307498,0.06654289,0.20652416,0.14849713,0.02338315,0.09422673,0.235074,0.51451343
0.3366604,0.0633545,0.030155623,0.01713277,0.01683531,0.009463169,0.117442936,0.22747342,0.23797545,0.22751407,0.0956466,0.1724019,0.013920437,0.19361871,0.06884624,0.16529769,0.07255378,0.12249959,0.11535689,0.15330787,0.08209238,0.046913516,0.14160873,0.1935454,0.09633452,0.24152945,0.11119958,0.097546056,0.09760699,0.24156176,0.074044496,0.15634763,0.13282208,0.24662748,0.011250388,0.24645239,0.08811704,0.2021058,0.050417397,0.17988454,0.083427384,0.04768744,0.044382848,0.04353617,0.22870064,0.11480973,0.07924105,0.20417227,0.13477486,0.16883582,0.07043659,0.5116247
0.71801156,0.046283398,0.034067202,0.0811941,0.09772229,0.15358742,0.09308435,0.09172415,0.047536857,0.09439469,0.13191706,0.032701395,0.18085623,0.21943611,0.13618974,0.07416863,0.23286584,0.029458862,0.045199316,0.18417928,0.19402118,0.089481756,0.022633556,0.15298161,0.08224375,0.20463943,0.014939512,0.12807857,0.040170673,0.22670783,0.23305763,0.14063783,0.16601512,0.21069516,0.21649176,0.028201565,0.079640046,0.18970343,0.065597944,0.10213442,0.23556483,0.11376718,0.13778679,0.0538327,0.03510469,0.21684624,0.18449692,0.031540252,0.22319636,0.21470599,0.07832077,0.5151555
0.98481244,0.23062885,0.03505867,0.06505409,0.23075968,0.13795611,0.107979365,0.07878929,0.05689609,0.046364233,0.117964566,0.13106348,0.021283206,0.19239594,0.0230773,0.03686692,0.2335287,0.09815106,0.03338083,0.10279279,0.044586208,0.031211173,0.25762537,0.022167165,0.19503371,0.11830399,0.059851117,0.23062721,0.13668935,0.0119808875,0.100197,0.1610899,0.11124869,0.0782209,0.08604499,0.07943301,0.12481628,0.2616536,0.24185826,0.14192115,0.23298366,0.04247985,0.16511336,0.2139592,0.068679206,0.14677642,0.1360043,0.027841892,0.2550025,0.09703502,0.14857492,0.54194415
0.42849195,0.0055017304,0.12885556,0.109874465,0.21759234,0.016524592,0.21889013,0.047711443,0.20906237,0.18940413,0.14933549,0.088703535,0.112076156,0.16621283,0.09303155,0.015990442,0.17516369,0.17608587,0.070073836,0.053441424,0.22305156,0.08678552,0.017971097,0.21491042,0.058649007,0.09762163,0.13991897,0.11695274,0.054269124,0.058581848,0.124999486,0.03190423,0.22317438,0.065122254,0.036884584,0.045386374,0.04851515,0.22647606,0.10668852,0.18802105,0.2046648,0.022520674,0.15308006,0.20407069,0.056760736,0.23138718,0.13290177,0.12819275,0.24659067,0.04492746,0.23051909,0.52588415
0.25699502,0.060424387,0.13478838,0.018340027,0.08622933,0.059209973,0.18687032,0.23796096,0.036331102,0.014561177,0.15889283,0.2353371,0.23179743,0.2074945,0.17557667,0.13963151,0.0036313708,0.22452274,0.13680688,0.11282521,0.0047659283,0.041814007,0.082655855,0.23165487,0.15362455,0.16924082,0.091537215,0.17776275,0.050044555,0.067531325,0.12909408,0.041420627,0.21162678,0.05964471,0.116641365,0.22475749,0.08842505,0.13819411,0.16556771,0.10511109,0.06201783,0.12563105,0.19233392,0.098867826,0.16546288,0.060706105,0.093923934,0.22655563,0.016076522,0.22006167,0.012093264,0.50830275
0.4613305,0.22161753,0.10300313,0.19158998,0.06266693,0.048199546,0.024492709,0.002090631,0.1020407,0.011245515,0.07666993,0.23904213,0.19106367,0.11439575,0.005171817,0.013270353,0.27146584,0.119974196,0.16189894,0.20205763,0.16756956,0.20560823,0.15314144,0.13493043,0.12384585,0.2431806,0.26919454,0.1043178,0.05635752,0.25296918,0.07839255,0.19668642,0.064226486,0.16259603,0.08662502,0.01162225,0.0058257533,0.0821297,0.12663056,0.12075121,0.120487995,0.13761707,0.035605527,0.17804594,0.2102114,0.12041864,0.1271463,0.033731095,0.008761969,0.06720259,0.1174429,0.5110202
0.48741892,0.029579554,0.09627816,0.1272163,0.14496726,0.1979162,0.14182012,0.047460765,0.0831238,0.117782354,0.1463321,0.11369871,0.10549773,0.24596167,0.18032503,0.25076884,0.04646733,0.18082267,0.12862305,0.086327404,0.013891574,0.24009421,0.0016752667,0.22301573,0.099770114,0.23082247,0.008518508,0.012060692,0.10778516,0.1655122,0.17581846,0.07773114,0.17215951,0.109098315,0.0462353,0.03420844,0.066415735,0.24101676,0.07516605,0.15000296,0.037265558,0.26605654,0.24165663,0.045349695,0.05856514,0.23765503,0.07955675,0.026832102,0.16143489,0.04004294,0.01918536,0.49600467
0.73810005,0.15003277,0.23012477,0.04465437,0.20248851,0.14910935,0.20463027,0.07846903,0.08257841,0.13510248,0.052403107,0.071963735,0.028517246,0.19986893,0.111917645,0.03396992,0.21585326,0.05139967,0.009830915,0.11623084,0.15447082,0.12919916,0.1578566,0.09943948,0.19697398,0.14564472,0.047554497,0.21063754,0.018611783,0.08571992,0.14497,0.2305856,0.08371481,0.047834594,0.15682027,0.19380969,0.072635464,0.121137835,0.17071767,0.13454983,0.20966738,0.045203798,0.19884354,0.018666416,0.07826223,0.20513126,0.1261572,0.21976924,0.14742434,0.18810663,0.05510464,0.53878355
0.43835294,0.12120098,0.11833934,0.07291113,0.11407112,0.16194472,0.23054236,0.133156,0.024506196,0.09485105,0.075413205,0.063838705,0.10859295,0.078209616,0.19488509,0.10980067,0.21782586,0.074740015,0.24310577,0.030893663,0.15466703,0.030642118,0.055570394,0.1989401,0.1363582,0.09179826,0.014613991,0.21585338,0.1621498,0.009577906,0.089851014,0.124912694,0.010011533,0.02144843,0.15964146,0.22089317,0.08433488,0.009620862,0.11856126,0.19281341,0.19167331,0.19835165,0.1919761,0.17801848,0.018878974,0.16722706,0.23643048,0.12305669,0.06660932,0.21594457,0.18901198,0.5437419
0.49054867,0.14822668,0.0036520073,0.11254452,0.10778339,0.19757664,0.25647613,0.13296004,0.119546615,0.15758821,0.15569605,0.17793345,0.057169102,0.11344044,0.21991678,0.15242288,0.10930472,0.041617963,0.049258646,0.01915429,0.24337925,0.1503835,0.19273397,0.18603864,0.1614819,0.029782336,0.11848469,0.082969084,0.0008241728,0.13604337,0.24839185,0.25849947,0.032425407,0.21029468,0.0064497706,0.03841985,0.038714025,0.07570813,0.006420497,0.056071423,0.019960588,0.18821472,0.23112518,0.14311533,0.01728843,0.062207002,0.026134623,0.2633253,0.1317524,0.045736644,0.15135604,0.52883846
0.6695677,0.057929944,0.14223137,0.10633766,0.14155799,0.1860311,0.11408652,0.037061553,0.10498829,0.13069549,0.047187343,0.19464931,0.15632854,0.028444733,0.17780615,0.17362173,0.13531975,0.11846109,0.11386628,0.02204335,0.010223785,0.1850234,0.09477392,0.13078506,0.14697254,0.20292945,0.15450108,0.10322293,0.121131346,0.053687647,0.19953975,0.13938601,0.0149092255,0.17272983,0.22839636,0.21290874,0.15526785,0.14502259,0.2284777,0.18431425,0.08250238,0.19960766,0.2160758,0.10185345,0.08590722,0.12318187,0.035279527,0.19002336,0.047910202,0.17067625,0.08127307,0.52735096
0.09401695,0.062286496,0.19259363,0.22553508,0.07972125,0.21340664,0.043457177,0.09232427,0.08273126,0.14177969,0.08127247,0.057837334,0.14881139,0.10787464,0.16072655,0.12569903,0.09357663,0.11539298,0.19016936,0.16696896,0.07745218,0.11147659,0.0071005677,0.20338511,0.22305657,0.1734639,0.20424595,0.038891003,0.08155491,0.031921137,0.012009337,0.08742337,0.124407575,0.18454093,0.2003847,0.05598299,0.20057489,0.20856823,0.14136398,0.18133575,0.22015806,0.11996857,0.027498774,0.043663446,0.13676561,0.15717585,0.090101704,0.07059817,0.17739646,0.1628987,0.19898142,0.50348455
0.5845689,0.1474678,0.15489152,0.11252421,0.089690164,0.14349854,0.1392399,0.051065676,0.08340774,0.020515319,0.15437159,0.03332163,0.11432132,0.2274561,0.20926398,0.17091529,0.18932076,0.16100444,0.22408643,0.040831577,0.14745773,0.092846505,0.085441604,0.22250369,0.19011474,0.06914899,0.12850992,0.15962836,0.13212785,0.08628507,0.015707068,0.16586709,0.16923559,0.08768289,0.014909183,0.013936768,0.16567205,0.16720669,0.20554012,0.08721322,0.13798507,0.15472636,0.17180876,0.22187303,0.08480382,0.14222942,0.20041709,0.20222288,0.045115337,0.056128923,0.0839132,0.5496281
0.1445985,0.064798914,0.05690645,0.2244868,0.14856325,0.19329467,0.13578038,0.012614586,0.11010208,0.05377281,0.067111686,0.196484,0.10766256,0.14791217,0.060681544,0.0014516691,0.05608632,0.025285492,0.23037991,0.2262384,0.124338545,0.21159376,0.07158387,0.20918229,0.063131,0.13595082,0.07911407,0.07165678,0.14970292,0.065014265,0.17102177,0.24430533,0.22064373,0.0319904,0.003950823,0.12767774,0.21818507,0.17503305,0.21327464,0.16229452,0.09640843,0.084334746,0.17566875,0.19098954,0.20356634,0.04835049,0.076360546,0.0057709,0.05161334,0.10560794,0.1974293,0.5039678
0.30571032,0.24850267,0.21354204,0.16857244,0.15051386,0.04698607,0.19262445,0.08201852,0.17491513,0.14434922,0.12972178,0.19043802,0.03604488,0.12850684,0.028003702,0.10847856,0.13594323,0.21723601,0.06678959,0.17409186,0.22687049,0.05472834,0.019617071,0.18253225,0.041358925,0.03648533,0.07486991,0.16658328,0.13423507,0.072539255,0.011443877,0.19938557,0.08356722,0.056547377,0.15074907,0.11979598,0.022850443,0.056017593,0.24545912,0.21209687,0.036310054,0.07187768,0.07320219,0.1363712,0.23311563,0.1421957,0.01957965,0.24984163,0.033586368,0.11986716,0.18170212,0.5229217
0.67133904,0.1582311,0.07683299,0.14069173,0.14902055,0.016021557,0.21833433,0.09877662,0.10848455,0.11690378,0.20502758,0.096640065,0.23649472,0.12877539,0.18393727,0.1918852,0.02312132,0.13965683,0.03736938,0.08276499,0.12380367,0.075587995,0.24806935,0.07834028,0.08275619,0.14084268,0.06017675,0.23937035,0.24398091,0.14943674,0.20859253,0.09940555,0.10344929,0.08765092,0.22261344,0.19786033,0.005320801,0.042829707,0.11893055,0.13506699,0.11605675,0.09022732,0.01754095,0.048759155,0.23324738,0.16489428,0.094663,0.07326175,0.016430845,0.038648054,0.21498768,0.5436357
0.7694364,0.11658317,0.17115368,0.05932679,0.23103596,0.041931964,0.07677333,0.005528675,0.010585822,0.059196107,0.1742987,0.2342645,0.05375628,0.066118695,0.05051022,0.17077155,0.28941584,0.1550414,0.004305776,0.21483855,0.0723178,0.014093964,0.22589113,0.024291169,0.041246053,0.28302562,0.24763942,0.1025281,0.11672266,0.060940698,0.1721772,0.119262554,0.037883926,0.07071656,0.24460712,0.056217175,0.053544004,0.032007746,0.21415913,0.24371225,0.16113889,0.03225079,0.071734205,0.08558007,0.07236511,0.10181518,0.09648986,0.19754258,0.026823655,0.045523718,0.23244597,0.50202507
